sample_id,domain,ground_truth,phase6_evidence_overlap,phase7_evidence_overlap,phase6_leakage_classification,evidence_source
geo_0604,Geography,1,1.0,0.2778,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0605,Geography,0,1.0,0.2727,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0606,Geography,1,1.0,0.1163,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0607,Geography,0,1.0,0.1875,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0608,Geography,1,1.0,0.098,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0609,Geography,0,1.0,0.2188,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0610,Geography,1,1.0,0.2222,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0611,Geography,0,1.0,0.7,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0612,Geography,1,1.0,0.0833,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0613,Geography,0,1.0,0.2917,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0614,Geography,1,1.0,0.3077,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0615,Geography,0,1.0,0.1714,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0616,Geography,1,1.0,0.3125,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0617,Geography,0,1.0,1.0,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0618,Geography,1,1.0,0.1463,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0619,Geography,0,1.0,0.24,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0620,Geography,1,1.0,0.25,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0621,Geography,0,1.0,0.1429,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0622,Geography,1,1.0,0.4444,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0623,Geography,0,1.0,0.25,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0624,Geography,1,1.0,0.1163,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0625,Geography,0,1.0,0.1509,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0626,Geography,1,1.0,0.6667,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0627,Geography,0,1.0,0.2857,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0628,Geography,1,1.0,0.4167,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0629,Geography,0,1.0,0.1224,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0630,Geography,1,1.0,0.2353,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0631,Geography,0,1.0,0.25,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0632,Geography,1,1.0,0.8333,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0633,Geography,0,1.0,0.2273,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0634,Geography,1,1.0,0.6667,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0635,Geography,0,1.0,0.1935,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0636,Geography,1,1.0,0.1786,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0637,Geography,0,1.0,0.1707,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0638,Geography,1,1.0,0.2,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0639,Geography,0,1.0,0.2414,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0640,Geography,1,1.0,0.625,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0641,Geography,0,1.0,0.125,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0642,Geography,1,1.0,0.6667,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0643,Geography,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0644,Geography,1,1.0,0.625,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0645,Geography,0,1.0,0.1591,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0646,Geography,1,1.0,0.6667,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0647,Geography,0,1.0,0.1667,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0648,Geography,1,1.0,0.3125,MODERATE,Wikipedia / Synthetic Reference Corpora
geo_0649,Geography,0,1.0,0.25,HIGH,Wikipedia / Synthetic Reference Corpora
geo_0650,Geography,1,1.0,0.2857,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0651,Politics,0,1.0,0.0141,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0652,Politics,1,1.0,0.6364,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0653,Politics,0,1.0,0.042,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0654,Politics,1,1.0,0.0563,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0655,Politics,0,1.0,0.0339,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0656,Politics,1,1.0,0.1591,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0657,Politics,0,1.0,0.0556,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0658,Politics,1,1.0,0.0789,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0659,Politics,0,1.0,0.0147,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0660,Politics,1,1.0,0.1923,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0661,Politics,0,1.0,0.0833,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0662,Politics,1,1.0,0.0536,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0663,Politics,0,1.0,0.0206,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0664,Politics,1,1.0,0.25,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0665,Politics,0,1.0,0.1053,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0666,Politics,1,1.0,0.0909,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0667,Politics,0,1.0,0.0366,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0668,Politics,1,1.0,0.1515,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0669,Politics,0,1.0,0.0714,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0670,Politics,1,1.0,0.0561,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0671,Politics,0,1.0,0.0323,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0672,Politics,1,1.0,0.1765,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0673,Politics,0,1.0,0.0667,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0674,Politics,1,1.0,0.0652,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0675,Politics,0,1.0,0.0408,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0676,Politics,1,1.0,0.1765,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0677,Politics,0,1.0,0.0549,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0678,Politics,1,1.0,0.098,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0679,Politics,0,1.0,0.0137,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0680,Politics,1,1.0,0.3889,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0681,Politics,0,1.0,0.0833,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0682,Politics,1,1.0,0.1875,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0683,Politics,0,1.0,0.0161,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0684,Politics,1,1.0,0.1786,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0685,Politics,0,1.0,0.0656,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0686,Politics,1,1.0,0.0735,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0687,Politics,0,1.0,0.0126,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0688,Politics,1,1.0,0.2174,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0689,Politics,0,1.0,0.058,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0690,Politics,1,1.0,0.0877,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0691,Politics,0,1.0,0.0216,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0692,Politics,1,1.0,0.5714,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0693,Politics,0,1.0,0.0741,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0694,Politics,1,1.0,0.0536,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0695,Politics,0,1.0,0.0125,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0696,Politics,1,1.0,0.0577,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0697,Politics,0,1.0,0.125,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0698,Politics,1,1.0,0.0339,MODERATE,Wikipedia / Synthetic Reference Corpora
pol_0699,Politics,0,1.0,0.0205,HIGH,Wikipedia / Synthetic Reference Corpora
pol_0700,Politics,1,1.0,0.1111,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0701,Literature,0,1.0,0.1053,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0702,Literature,1,1.0,0.0769,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0703,Literature,0,1.0,0.037,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0704,Literature,1,1.0,0.0952,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0705,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0706,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0707,Literature,0,1.0,0.1034,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0708,Literature,1,1.0,0.4,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0709,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0710,Literature,1,1.0,0.1053,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0711,Literature,0,1.0,0.375,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0712,Literature,1,1.0,0.4,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0713,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0714,Literature,1,1.0,0.2,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0715,Literature,0,1.0,0.1667,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0716,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0717,Literature,0,1.0,0.1765,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0718,Literature,1,1.0,0.3,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0719,Literature,0,1.0,0.0241,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0720,Literature,1,1.0,0.0755,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0721,Literature,0,1.0,0.1875,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0722,Literature,1,1.0,0.2727,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0723,Literature,0,1.0,0.25,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0724,Literature,1,1.0,0.3333,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0725,Literature,0,1.0,0.2857,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0726,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0727,Literature,0,1.0,0.2,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0728,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0729,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0730,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0731,Literature,0,1.0,0.1667,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0732,Literature,1,1.0,0.2222,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0733,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0734,Literature,1,1.0,0.0667,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0735,Literature,0,1.0,0.25,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0736,Literature,1,1.0,0.0741,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0737,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0738,Literature,1,1.0,0.2143,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0739,Literature,0,1.0,0.0351,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0740,Literature,1,1.0,0.1875,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0741,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0742,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0743,Literature,0,1.0,1.0,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0744,Literature,1,1.0,0.3333,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0745,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0746,Literature,1,1.0,0.1,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0747,Literature,0,1.0,0.1053,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0748,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
lit_0749,Literature,0,1.0,0.3333,HIGH,Wikipedia / Synthetic Reference Corpora
lit_0750,Literature,1,1.0,0.375,MODERATE,Wikipedia / Synthetic Reference Corpora
