id,fusion_mode,available_pillars,missing_pillars,raw_weights,effective_weights,pillar_scores,weighted_contributions,reconstructed_h_score,stored_h_score,absolute_error
phy_0376,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9982, ""cg"": null, ""cf"": null}","{""p1"": 0.9982, ""p2"": 0.0, ""p3"": 0.0}",0.9982,0.9982,0.0000000000e+00
phy_0377,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1019, ""cg"": null, ""cf"": null}","{""p1"": 0.1019, ""p2"": 0.0, ""p3"": 0.0}",0.1019,0.1019,0.0000000000e+00
phy_0378,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9943, ""cg"": null, ""cf"": null}","{""p1"": 0.9943, ""p2"": 0.0, ""p3"": 0.0}",0.9943,0.9943,0.0000000000e+00
phy_0379,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.505, ""cg"": null, ""cf"": null}","{""p1"": 0.505, ""p2"": 0.0, ""p3"": 0.0}",0.505,0.505,0.0000000000e+00
phy_0380,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9982, ""cg"": null, ""cf"": null}","{""p1"": 0.9982, ""p2"": 0.0, ""p3"": 0.0}",0.9982,0.9982,0.0000000000e+00
phy_0381,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1019, ""cg"": null, ""cf"": null}","{""p1"": 0.1019, ""p2"": 0.0, ""p3"": 0.0}",0.1019,0.1019,0.0000000000e+00
phy_0382,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9943, ""cg"": null, ""cf"": null}","{""p1"": 0.9943, ""p2"": 0.0, ""p3"": 0.0}",0.9943,0.9943,0.0000000000e+00
phy_0383,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.505, ""cg"": null, ""cf"": null}","{""p1"": 0.505, ""p2"": 0.0, ""p3"": 0.0}",0.505,0.505,0.0000000000e+00
phy_0384,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9982, ""cg"": null, ""cf"": null}","{""p1"": 0.9982, ""p2"": 0.0, ""p3"": 0.0}",0.9982,0.9982,0.0000000000e+00
phy_0385,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1019, ""cg"": null, ""cf"": null}","{""p1"": 0.1019, ""p2"": 0.0, ""p3"": 0.0}",0.1019,0.1019,0.0000000000e+00
phy_0386,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9943, ""cg"": null, ""cf"": null}","{""p1"": 0.9943, ""p2"": 0.0, ""p3"": 0.0}",0.9943,0.9943,0.0000000000e+00
phy_0387,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.505, ""cg"": null, ""cf"": null}","{""p1"": 0.505, ""p2"": 0.0, ""p3"": 0.0}",0.505,0.505,0.0000000000e+00
phy_0388,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9982, ""cg"": null, ""cf"": null}","{""p1"": 0.9982, ""p2"": 0.0, ""p3"": 0.0}",0.9982,0.9982,0.0000000000e+00
phy_0389,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1019, ""cg"": null, ""cf"": null}","{""p1"": 0.1019, ""p2"": 0.0, ""p3"": 0.0}",0.1019,0.1019,0.0000000000e+00
phy_0390,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9943, ""cg"": null, ""cf"": null}","{""p1"": 0.9943, ""p2"": 0.0, ""p3"": 0.0}",0.9943,0.9943,0.0000000000e+00
phy_0391,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.505, ""cg"": null, ""cf"": null}","{""p1"": 0.505, ""p2"": 0.0, ""p3"": 0.0}",0.505,0.505,0.0000000000e+00
phy_0392,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9982, ""cg"": null, ""cf"": null}","{""p1"": 0.9982, ""p2"": 0.0, ""p3"": 0.0}",0.9982,0.9982,0.0000000000e+00
phy_0393,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1019, ""cg"": null, ""cf"": null}","{""p1"": 0.1019, ""p2"": 0.0, ""p3"": 0.0}",0.1019,0.1019,0.0000000000e+00
phy_0394,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9943, ""cg"": null, ""cf"": null}","{""p1"": 0.9943, ""p2"": 0.0, ""p3"": 0.0}",0.9943,0.9943,0.0000000000e+00
phy_0395,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.505, ""cg"": null, ""cf"": null}","{""p1"": 0.505, ""p2"": 0.0, ""p3"": 0.0}",0.505,0.505,0.0000000000e+00
phy_0396,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9982, ""cg"": null, ""cf"": null}","{""p1"": 0.9982, ""p2"": 0.0, ""p3"": 0.0}",0.9982,0.9982,0.0000000000e+00
phy_0397,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1019, ""cg"": null, ""cf"": null}","{""p1"": 0.1019, ""p2"": 0.0, ""p3"": 0.0}",0.1019,0.1019,0.0000000000e+00
phy_0398,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9943, ""cg"": null, ""cf"": null}","{""p1"": 0.9943, ""p2"": 0.0, ""p3"": 0.0}",0.9943,0.9943,0.0000000000e+00
phy_0399,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.505, ""cg"": null, ""cf"": null}","{""p1"": 0.505, ""p2"": 0.0, ""p3"": 0.0}",0.505,0.505,0.0000000000e+00
phy_0400,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9982, ""cg"": null, ""cf"": null}","{""p1"": 0.9982, ""p2"": 0.0, ""p3"": 0.0}",0.9982,0.9982,0.0000000000e+00
bio_0401,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0402,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0403,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0404,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0405,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0406,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0407,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0408,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0409,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0410,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0411,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0412,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0413,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0414,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0415,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0416,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0417,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0418,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0419,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0420,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0421,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0422,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0423,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0424,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0425,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0426,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0427,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0428,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0429,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0430,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0431,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0432,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0433,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0434,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0435,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0436,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0437,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0438,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0439,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0440,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0441,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0442,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0443,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0444,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0445,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
bio_0446,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
bio_0447,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0161, ""cg"": null, ""cf"": null}","{""p1"": 0.0161, ""p2"": 0.0, ""p3"": 0.0}",0.0161,0.0161,0.0000000000e+00
bio_0448,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9944, ""cg"": null, ""cf"": null}","{""p1"": 0.9944, ""p2"": 0.0, ""p3"": 0.0}",0.9944,0.9944,0.0000000000e+00
bio_0449,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.4909, ""cg"": null, ""cf"": null}","{""p1"": 0.4909, ""p2"": 0.0, ""p3"": 0.0}",0.4909,0.4909,0.0000000000e+00
