id,domain,ground_truth,p1_available,p2_available,p3_available,fusion_mode,p1_score,p2_score,p3_score,h_score
geo_0616,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0617,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0618,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0619,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0620,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0621,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0622,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0623,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0624,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0625,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0626,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0627,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0628,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0629,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0630,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0631,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0632,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0633,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0634,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0635,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0636,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0637,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0638,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0639,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0640,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0641,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0642,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0643,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0644,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0645,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0646,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
geo_0647,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0196,,,0.0196
geo_0648,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9996,,,0.9996
geo_0649,Geography,0,True,False,False,PARTIAL_RENORMALIZED,0.0359,,,0.0359
geo_0650,Geography,1,True,False,False,PARTIAL_RENORMALIZED,0.9993,,,0.9993
pol_0651,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0652,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0653,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0654,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0655,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0656,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0657,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0658,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0659,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0660,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0661,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0662,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0663,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0664,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0665,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0666,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0667,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0668,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0669,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0670,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0671,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0672,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0673,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0674,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0675,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0676,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0677,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0678,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0679,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0680,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0681,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0682,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0683,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0684,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0685,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0686,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0687,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0688,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0689,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0690,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0691,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0692,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0693,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0694,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0695,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0696,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
pol_0697,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.1162,,,0.1162
pol_0698,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.9069,,,0.9069
pol_0699,Politics,0,True,False,False,PARTIAL_RENORMALIZED,0.4026,,,0.4026
pol_0700,Politics,1,True,False,False,PARTIAL_RENORMALIZED,0.1333,,,0.1333
lit_0701,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0702,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0703,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0704,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0705,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0706,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0707,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0708,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0709,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0710,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0711,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0712,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0713,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0714,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0715,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0716,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0717,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0718,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0719,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0720,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0721,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0722,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0723,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0724,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0725,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0726,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0727,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0728,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0729,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0730,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0731,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0732,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0733,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0734,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0735,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0736,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0737,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0738,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0739,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0740,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0741,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0742,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0743,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0744,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0745,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0746,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
lit_0747,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.0079,,,0.0079
lit_0748,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9997,,,0.9997
lit_0749,Literature,0,True,False,False,PARTIAL_RENORMALIZED,0.15,,,0.15
lit_0750,Literature,1,True,False,False,PARTIAL_RENORMALIZED,0.9987,,,0.9987
