sample_id,domain,ground_truth,p1_available,p2_available,p3_available,fusion_mode,p1_score,p2_score,p3_score,predicted_h_score
mat_0569,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.107,0.0382
mat_0570,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.3086,,0.0302,0.2092
mat_0571,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.1807,,0.106,0.154
mat_0572,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.33,0.1178
mat_0573,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1403,0.0501
mat_0574,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.2126,,0.0306,0.1476
mat_0575,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.161,0.0575
mat_0576,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0577,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.4991,,0.1085,0.3596
mat_0578,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0911,0.0325
mat_0579,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0641,0.0229
mat_0580,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1237,0.0442
mat_0581,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0216,,0.0558,0.0338
mat_0582,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.3812,,0.0819,0.2743
mat_0583,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1283,0.0458
mat_0584,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0585,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1432,0.0511
mat_0586,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1135,0.0405
mat_0587,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2224,0.0794
mat_0588,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.9514,,0.095,0.6456
mat_0589,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0590,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0729,0.026
mat_0591,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1127,0.0402
mat_0592,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0593,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.5023,,0.0933,0.3562
mat_0594,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0876,0.0313
mat_0595,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.1037,,0.143,0.1177
mat_0596,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
mat_0597,Mathematics,0,True,False,False,PARTIAL_RENORMALIZED,0.4955,,,0.4955
mat_0598,Mathematics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0689,0.0246
mat_0599,Mathematics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1178,0.0421
mat_0600,Mathematics,1,True,False,False,PARTIAL_RENORMALIZED,0.0,,,0.0
geo_0601,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.4994,,0.1041,0.3582
geo_0602,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.997,,0.0241,0.6496
geo_0603,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.5222,,0.0504,0.3537
geo_0604,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.5714,,0.1195,0.41
geo_0605,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.05,,0.3305,0.1502
geo_0606,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.7822,,0.1155,0.5441
geo_0607,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.988,,0.5257,0.8229
geo_0608,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.8149,,0.2263,0.6047
geo_0609,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.1553,,0.2915,0.2039
geo_0610,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.1425,,0.0844,0.1218
geo_0611,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.9985,,0.4921,0.8177
geo_0612,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1799,0.0642
geo_0613,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.1594,,0.0872,0.1336
geo_0614,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.9916,,0.0529,0.6564
geo_0615,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.3269,,0.488,0.3844
geo_0616,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.9315,,0.2439,0.686
geo_0617,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.0359,,0.1332,0.0706
geo_0618,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.4179,,0.1207,0.3118
geo_0619,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.6464,,0.3868,0.5537
geo_0620,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.8314,,0.3735,0.6679
geo_0621,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.5,,0.1429,0.3725
geo_0622,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.986,,0.1988,0.7049
geo_0623,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.2605,,0.1843,0.2333
geo_0624,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.7257,,0.1453,0.5184
geo_0625,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.2765,,0.0775,0.2054
geo_0626,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.997,,0.0482,0.6582
geo_0627,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.3285,,0.4802,0.3827
geo_0628,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.14,,0.2016,0.162
geo_0629,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.3336,,0.1859,0.2809
geo_0630,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.9897,,0.0689,0.6609
geo_0631,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.5535,,0.1742,0.4181
geo_0632,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.018,,0.1175,0.0535
geo_0633,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.6358,,0.1434,0.46
geo_0634,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.997,,0.0362,0.6539
geo_0635,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.8177,,0.4111,0.6725
geo_0636,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.8209,,0.2457,0.6155
geo_0637,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.3374,,0.0767,0.2443
geo_0638,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.9906,,0.0633,0.6595
geo_0639,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.4902,,0.1613,0.3727
geo_0640,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.909,,0.1205,0.6274
geo_0641,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.3301,,0.1337,0.26
geo_0642,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.997,,0.0746,0.6676
geo_0643,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.737,,0.4948,0.6505
geo_0644,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.909,,0.1702,0.6452
geo_0645,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.2356,,0.0429,0.1668
geo_0646,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.997,,0.0003,0.6411
geo_0647,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.3366,,0.3443,0.3393
geo_0648,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.7483,,0.3473,0.6051
geo_0649,Geography,0,True,False,True,PARTIAL_RENORMALIZED,0.5323,,0.2,0.4136
geo_0650,Geography,1,True,False,True,PARTIAL_RENORMALIZED,0.9707,,0.0564,0.6442
pol_0651,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1811,0.0647
pol_0652,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.0857,,0.106,0.0929
pol_0653,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.3678,,0.2037,0.3092
pol_0654,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.6506,,0.1839,0.4839
pol_0655,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.1624,,0.1619,0.1622
pol_0656,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.1252,,0.1743,0.1427
pol_0657,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.4502,,0.0844,0.3196
pol_0658,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.4881,,0.0694,0.3386
pol_0659,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.2844,,0.121,0.226
pol_0660,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.9,,0.1037,0.6156
pol_0661,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.4134,,0.0636,0.2885
pol_0662,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0617,0.022
pol_0663,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0691,0.0247
pol_0664,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.175,,0.1189,0.155
pol_0665,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.3255,,0.1622,0.2672
pol_0666,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.092,0.0329
pol_0667,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.439,,0.1005,0.3181
pol_0668,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.9,,0.1101,0.6179
pol_0669,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.5261,,0.2139,0.4146
pol_0670,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.4969,,0.0782,0.3474
pol_0671,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1021,0.0365
pol_0672,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.1571,,0.148,0.1539
pol_0673,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.2058,,0.0867,0.1633
pol_0674,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.3381,,0.0658,0.2409
pol_0675,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.3473,,0.137,0.2722
pol_0676,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.9,,0.215,0.6554
pol_0677,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.3083,,0.0737,0.2245
pol_0678,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.4927,,0.0772,0.3443
pol_0679,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0978,0.0349
pol_0680,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.1036,,0.1862,0.1331
pol_0681,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.3797,,0.061,0.2659
pol_0682,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.4382,,0.089,0.3135
pol_0683,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1481,0.0529
pol_0684,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.4997,,0.2068,0.3951
pol_0685,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.4303,,0.1926,0.3454
pol_0686,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.4995,,0.0814,0.3502
pol_0687,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1601,0.0572
pol_0688,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.1214,,0.4374,0.2342
pol_0689,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.3917,,0.2175,0.3295
pol_0690,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.4958,,0.0413,0.3335
pol_0691,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.162,0.0579
pol_0692,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.05,,0.1245,0.0766
pol_0693,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.4971,,0.0732,0.3457
pol_0694,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.7315,,0.0844,0.5004
pol_0695,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.4576,,0.1307,0.3409
pol_0696,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.3331,0.119
pol_0697,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.3424,,0.0635,0.2428
pol_0698,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1547,0.0552
pol_0699,Politics,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.1162,0.0415
pol_0700,Politics,1,True,False,True,PARTIAL_RENORMALIZED,0.2335,,0.2218,0.2293
lit_0701,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.9,,0.0789,0.6068
lit_0702,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0806,0.0288
lit_0703,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.2411,0.0861
lit_0704,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.9,,0.1035,0.6156
lit_0705,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0032,,0.1044,0.0393
lit_0706,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0024,,0.2414,0.0877
lit_0707,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0936,0.0334
lit_0708,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.012,,0.073,0.0338
lit_0709,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0031,,0.0477,0.019
lit_0710,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0581,0.0207
lit_0711,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.9843,,0.0747,0.6595
lit_0712,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.012,,0.0955,0.0418
lit_0713,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0032,,0.0727,0.028
lit_0714,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0043,,0.0467,0.0194
lit_0715,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0092,,0.1103,0.0453
lit_0716,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.006,,0.039,0.0178
lit_0717,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.9,,0.1156,0.6199
lit_0718,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0049,,0.0491,0.0207
lit_0719,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.117,0.0418
lit_0720,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.5312,,0.1505,0.3953
lit_0721,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.252,,0.1048,0.1994
lit_0722,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0069,,0.2455,0.0921
lit_0723,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0711,,0.1053,0.0833
lit_0724,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0089,,0.1634,0.0641
lit_0725,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0032,,0.0969,0.0367
lit_0726,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0024,,0.0135,0.0064
lit_0727,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.3259,,0.0894,0.2414
lit_0728,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0044,,0.0256,0.012
lit_0729,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0032,,0.0679,0.0263
lit_0730,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0024,,0.0422,0.0166
lit_0731,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0816,,0.1542,0.1075
lit_0732,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0027,,0.0752,0.0286
lit_0733,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0031,,0.0606,0.0236
lit_0734,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.5001,,0.1189,0.364
lit_0735,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.3571,,0.0573,0.25
lit_0736,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0,,0.0797,0.0285
lit_0737,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0032,,0.0656,0.0255
lit_0738,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.7185,,0.5697,0.6654
lit_0739,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.3019,,0.1272,0.2395
lit_0740,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0878,,0.0689,0.0811
lit_0741,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0031,,0.0031,0.0031
lit_0742,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0024,,0.0144,0.0067
lit_0743,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0037,,0.0951,0.0363
lit_0744,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0089,,0.0326,0.0174
lit_0745,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0031,,0.0722,0.0278
lit_0746,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0064,,0.0384,0.0178
lit_0747,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.2919,,0.1223,0.2313
lit_0748,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.006,,0.0336,0.0159
lit_0749,Literature,0,True,False,True,PARTIAL_RENORMALIZED,0.0031,,0.0001,0.002
lit_0750,Literature,1,True,False,True,PARTIAL_RENORMALIZED,0.0024,,0.0279,0.0115
